i1	i10	i11	i12	i13	i14	i15	i16	i2	i3	i4	i5	i6	i7	i8	i9
OTU_6773_ITS	14	10	9	11	8	4	12	10	8	6	20	10	7	10	11	3
OTU_6774_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_6780_ITS	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_6786_ITS	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0
OTU_6787_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6790_ITS	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6792_ITS	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	2
OTU_6794_ITS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_6800_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OTU_6805_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_6808_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6811_ITS	1	2	0	1	0	1	0	0	0	1	1	0	2	0	2	0
OTU_6812_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_6813_ITS	0	0	0	4	3	0	3	2	0	1	0	2	2	0	3	1
OTU_6816_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6818_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6821_ITS	0	2	0	2	0	2	0	0	2	0	0	2	0	1	0	2
OTU_6839_ITS	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
OTU_6844_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_6853_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6870_ITS	15	12	13	22	9	12	8	10	7	4	6	5	9	5	7	9
OTU_6871_ITS	10	7	5	11	8	7	13	18	10	6	16	12	9	16	10	12
OTU_6877_ITS	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6883_ITS	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1
OTU_6886_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_6889_ITS	0	1	1	1	0	0	1	3	1	1	1	1	1	2	0	2
OTU_6891_ITS	0	0	2	0	0	1	0	0	1	0	0	0	1	3	0	0
OTU_6892_ITS	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
OTU_6894_ITS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
OTU_6897_ITS	20	11	17	18	17	12	20	18	20	11	18	18	18	22	22	17
OTU_6903_ITS	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_6904_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_6906_ITS	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6907_ITS	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_6908_ITS	5	5	1	2	7	2	3	3	9	2	7	3	5	2	0	2
OTU_6910_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6911_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_6926_ITS	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_6932_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_6946_ITS	2	2	1	6	3	5	7	5	2	4	8	1	2	2	6	2
OTU_6947_ITS	0	2	0	0	0	0	0	1	1	0	2	0	1	0	0	1
OTU_6954_ITS	0	2	2	1	3	0	0	1	1	1	0	1	0	2	3	4
OTU_6955_ITS	140	86	64	72	145	73	108	99	85	100	94	86	100	102	89	84
OTU_6958_ITS	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6959_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_6961_ITS	174	176	198	187	173	147	138	166	145	133	163	129	184	155	157	130
OTU_6967_ITS	2	3	2	6	2	3	0	4	0	2	2	2	0	5	3	2
OTU_6970_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_6973_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6976_ITS	0	1	0	1	0	0	0	0	1	1	0	0	0	0	2	1
OTU_6977_ITS	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0
OTU_6981_ITS	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
OTU_6985_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_6986_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_699_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6998_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_7002_ITS	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
OTU_7004_ITS	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7018_ITS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_7021_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_7022_ITS	1	0	0	0	1	0	0	0	1	3	1	1	3	1	1	1
OTU_7024_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7028_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7039_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_7040_ITS	20	19	22	19	36	23	16	21	27	22	52	30	31	11	33	21
OTU_7041_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU_7045_ITS	0	1	1	1	0	0	2	0	0	0	0	0	0	1	1	0
OTU_7046_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_7051_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_7053_ITS	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0
OTU_7054_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7055_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_7056_ITS	1	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0
OTU_7061_ITS	0	2	0	1	4	0	1	1	1	3	1	1	0	4	1	0
OTU_7062_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_7064_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7065_ITS	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1
OTU_7077_ITS	1	2	4	0	3	0	2	2	1	2	1	2	1	16	0	2
OTU_7078_ITS	3	0	0	1	3	3	3	0	1	1	0	1	5	1	1	3
OTU_7079_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7084_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_7086_ITS	1	0	2	0	3	0	1	0	0	0	0	0	3	6	0	0
OTU_7087_ITS	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_7088_ITS	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1
OTU_7092_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7093_ITS	3	0	2	0	0	0	0	1	2	3	5	0	0	0	0	2
OTU_7094_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_7095_ITS	6	1	4	2	6	4	3	4	6	4	0	4	4	0	1	3
OTU_7101_ITS	1	0	0	0	2	0	0	0	2	1	1	1	0	2	0	2
OTU_7105_ITS	1	7	0	1	15	2	4	2	10	4	1	1	4	3	3	4
OTU_7106_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7108_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7116_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7117_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_7119_ITS	0	1	1	0	0	0	0	0	1	2	1	0	0	1	1	3
OTU_712_ITS	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0
OTU_7139_ITS	14	25	22	13	6	9	21	12	12	33	18	18	25	20	21	19
OTU_7141_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_7144_ITS	1	0	0	0	2	0	0	2	3	0	1	1	0	0	1	1
OTU_7151_ITS	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0
OTU_7153_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_7156_ITS	3	1	2	1	1	1	0	1	0	0	0	0	0	0	1	1
OTU_7159_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_7162_ITS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_7171_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7172_ITS	1	3	2	1	4	0	2	1	4	1	1	0	2	2	1	2
OTU_7187_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_7189_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_7192_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1
OTU_7194_ITS	1	3	2	1	1	1	1	2	0	1	2	2	1	0	1	3
OTU_7199_ITS	2	0	0	0	0	1	4	4	1	1	2	0	1	0	1	0
OTU_7203_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7206_ITS	2	1	2	2	1	1	2	1	2	2	1	3	1	3	0	2
OTU_7209_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_7212_ITS	2	0	2	1	2	2	2	4	6	1	0	0	4	3	2	2
OTU_7213_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_7217_ITS	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
OTU_7221_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7228_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7229_ITS	12	3	3	3	3	16	6	2	4	1	4	12	2	1	1	0
OTU_7231_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_7237_ITS	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7241_ITS	401	377	546	539	418	370	410	470	427	376	438	359	443	435	449	372
OTU_7249_ITS	1	0	2	1	4	1	0	1	0	5	3	3	2	0	2	5
OTU_725_ITS	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_7250_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7255_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_7260_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7266_ITS	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_7286_ITS	8	3	7	4	2	1	5	6	4	5	3	7	2	9	3	5
OTU_7295_ITS	24	16	14	21	19	20	21	14	25	29	24	34	16	19	58	21
OTU_7298_ITS	0	3	1	1	2	0	1	1	1	0	1	0	1	0	0	0
OTU_7303_ITS	2	1	3	4	4	2	3	2	4	4	8	6	2	1	4	6
OTU_7304_ITS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7307_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7312_ITS	0	0	2	1	1	1	1	1	1	0	2	0	0	0	0	0
OTU_7313_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_7315_ITS	3	1	2	1	2	4	2	0	2	0	1	1	3	4	5	2
OTU_7328_ITS	2	2	1	0	2	3	1	0	1	0	0	2	4	1	3	4
OTU_7334_ITS	4	4	1	2	6	3	0	0	0	0	0	0	2	0	1	8
OTU_7337_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7339_ITS	1	1	1	3	0	0	0	1	0	0	0	1	1	0	1	0
OTU_7342_ITS	3	2	4	1	1	1	3	0	0	1	6	4	0	3	2	1
OTU_7349_ITS	42	36	28	68	47	24	29	42	47	58	55	39	29	23	38	60
OTU_7350_ITS	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0
OTU_7358_ITS	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_7362_ITS	1	0	0	1	0	3	0	1	0	0	0	0	1	0	0	0
OTU_7364_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_7371_ITS	2	4	0	3	12	1	10	2	2	3	4	2	2	1	3	5
OTU_7372_ITS	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7380_ITS	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7381_ITS	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
OTU_7382_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_7383_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7391_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7393_ITS	1	0	1	1	0	3	3	1	1	2	1	1	1	0	2	3
OTU_7397_ITS	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_7402_ITS	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_7413_ITS	2	2	0	2	2	2	0	0	3	1	0	1	3	0	1	1
OTU_7418_ITS	3	0	2	1	1	3	1	0	2	3	1	0	2	1	3	1
OTU_7434_ITS	1	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0
OTU_7436_ITS	2	0	0	2	3	1	1	2	0	1	3	0	3	4	1	4
OTU_7451_ITS	0	0	3	0	1	0	0	0	0	1	1	0	0	1	0	1
OTU_7457_ITS	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
OTU_7458_ITS	1	0	1	0	0	0	0	1	0	0	1	2	1	1	0	2
OTU_7460_ITS	0	1	4	7	0	1	0	2	0	0	0	0	4	4	1	1
OTU_7461_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_7462_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3
OTU_7466_ITS	0	0	0	1	0	2	0	0	0	1	0	0	1	0	1	0
OTU_7467_ITS	0	0	1	0	2	0	0	1	0	0	1	2	0	0	0	0
OTU_7468_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_7472_ITS	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_7476_ITS	1	0	1	1	0	0	0	0	2	0	3	0	1	2	1	0
OTU_7478_ITS	1	3	3	3	0	0	3	0	1	0	3	1	0	2	1	1
OTU_7480_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7481_ITS	1	0	1	0	0	1	2	1	1	0	0	1	2	1	1	3
OTU_7486_ITS	0	1	0	0	21	21	17	20	0	0	0	1	1	2	1	0
OTU_7487_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_7489_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7491_ITS	1	0	0	1	1	1	0	2	1	0	0	1	3	0	0	0
OTU_7492_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_7494_ITS	8	6	7	11	14	4	7	10	8	8	0	6	13	6	13	10
OTU_7496_ITS	0	0	0	1	0	1	1	5	0	0	0	1	3	0	0	1
OTU_7498_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7500_ITS	15	11	25	28	11	19	21	13	21	17	20	15	8	20	16	16
OTU_7503_ITS	1	2	2	0	3	1	2	0	3	1	4	0	4	1	1	1
OTU_7507_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_7508_ITS	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
OTU_7511_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0
OTU_7515_ITS	3	0	1	1	0	1	0	0	2	0	0	1	0	0	0	1
OTU_7518_ITS	0	0	0	2	1	0	1	1	0	1	1	0	1	0	1	0
OTU_7520_ITS	1	0	1	2	0	2	0	1	1	2	1	3	0	0	0	0
OTU_7523_ITS	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0
OTU_7525_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
OTU_7527_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_7545_ITS	0	2	0	2	0	1	1	1	1	1	0	2	0	0	1	2
OTU_7549_ITS	1	0	1	0	2	1	2	0	0	1	0	0	1	2	2	0
OTU_7550_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
OTU_7551_ITS	1	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0
OTU_7553_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_7561_ITS	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0
OTU_7564_ITS	2	2	4	4	3	4	1	3	4	3	2	3	4	6	3	3
OTU_7565_ITS	0	0	1	1	3	3	1	0	0	2	1	2	0	2	0	1
OTU_7567_ITS	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_7568_ITS	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
OTU_7572_ITS	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
OTU_7582_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_7587_ITS	0	1	0	1	0	0	0	1	0	1	0	0	0	3	1	1
OTU_7588_ITS	0	0	1	1	2	3	0	1	0	0	1	0	2	0	1	1
OTU_7589_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_759_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_7591_ITS	0	0	0	0	3	1	0	0	1	0	1	0	3	1	1	0
OTU_7595_ITS	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
OTU_7597_ITS	4	4	3	2	2	0	1	5	2	2	1	1	2	4	0	0
OTU_7603_ITS	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_7612_ITS	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
OTU_7615_ITS	3	3	0	2	0	1	0	3	3	2	2	7	5	2	3	4
OTU_7617_ITS	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_7622_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_7630_ITS	3	3	3	7	1	6	5	1	2	1	6	8	3	2	5	4
OTU_7631_ITS	0	2	0	0	2	0	1	0	0	0	0	1	0	0	0	0
OTU_7632_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_7644_ITS	7	13	9	11	7	13	9	8	9	9	9	10	4	8	6	9
OTU_7652_ITS	12	6	8	14	1	7	4	10	6	6	1	9	7	5	3	5
OTU_7653_ITS	0	0	0	1	0	0	1	2	0	2	1	0	0	0	0	1
OTU_7658_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7668_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_7669_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_7683_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU_7692_ITS	4	1	3	3	0	3	3	2	4	2	1	0	3	4	0	2
OTU_7695_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_7699_ITS	31	45	17	13	22	18	39	53	43	13	33	32	22	30	23	24
OTU_7701_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_7711_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7719_ITS	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU_7720_ITS	3	2	0	0	1	0	2	2	2	2	1	0	0	2	3	0
OTU_7725_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7734_ITS	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_7746_ITS	5	5	5	2	7	2	6	4	2	5	4	5	4	3	4	4
OTU_7750_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_7756_ITS	4	5	1	0	0	0	0	3	4	0	0	0	2	1	2	2
OTU_7757_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7758_ITS	0	1	0	0	3	0	0	1	0	1	1	3	0	1	1	1
OTU_7759_ITS	1	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0
OTU_776_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7760_ITS	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
OTU_7761_ITS	1	0	2	2	3	2	1	2	0	3	1	1	1	0	1	0
OTU_7769_ITS	1	0	1	3	2	0	0	1	0	0	5	0	1	1	0	4
OTU_7775_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7780_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_7787_ITS	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0
OTU_7799_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_7800_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7803_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7807_ITS	2	2	1	11	5	1	1	3	1	19	2	10	4	0	8	7
OTU_7814_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_7819_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_7824_ITS	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
OTU_7832_ITS	0	2	0	2	6	2	1	3	1	1	2	1	0	1	0	1
OTU_7834_ITS	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0
OTU_7836_ITS	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU_7837_ITS	6	9	37	4	9	8	0	0	2	1	11	6	3	3	4	2
OTU_7838_ITS	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_7842_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_7854_ITS	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0
OTU_7856_ITS	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
OTU_7867_ITS	2	2	1	3	6	3	1	6	5	10	2	5	11	1	1	1
OTU_7869_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_7871_ITS	3	9	8	2	11	4	4	6	5	7	6	7	2	6	9	4
OTU_7874_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7875_ITS	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_7876_ITS	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0
OTU_7879_ITS	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0
OTU_7881_ITS	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	2
OTU_7882_ITS	0	0	0	0	1	0	0	0	2	2	2	1	2	1	2	1
OTU_7884_ITS	9	4	8	8	15	10	14	3	6	9	8	7	11	6	16	7
OTU_7888_ITS	0	0	1	0	0	0	0	0	1	1	0	2	0	0	1	2
OTU_7890_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7892_ITS	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
OTU_7897_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_7900_ITS	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_7901_ITS	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1
OTU_7909_ITS	2	6	5	2	2	3	7	7	4	4	8	1	7	2	3	7
OTU_7913_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_7914_ITS	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0
OTU_7916_ITS	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_7930_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_7934_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7935_ITS	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU_7936_ITS	2	2	0	0	1	0	3	4	4	1	0	1	2	3	5	2
OTU_7943_ITS	0	2	1	0	1	0	2	1	1	5	4	0	2	1	4	3
OTU_7947_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_7963_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_7964_ITS	6	14	6	11	13	2	8	13	4	7	13	13	10	9	11	12
OTU_7970_ITS	0	2	1	0	0	0	2	2	2	2	0	0	0	1	0	0
OTU_7974_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_7979_ITS	4	3	0	0	5	4	4	3	1	2	0	2	1	2	1	1
OTU_7990_ITS	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
OTU_7992_ITS	1	0	1	0	3	0	1	0	2	1	1	0	0	1	1	0
OTU_7994_ITS	0	0	0	1	0	0	2	0	0	4	3	0	0	0	3	2
OTU_7999_ITS	1	4	2	0	0	1	1	1	0	1	0	2	1	1	0	5
OTU_8005_ITS	0	0	0	0	1	2	3	3	0	0	0	0	0	0	0	0
OTU_8006_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_8026_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_8027_ITS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_8029_ITS	7	0	4	7	8	7	8	3	3	4	7	4	6	5	11	15
OTU_8032_ITS	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
OTU_8033_ITS	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_8034_ITS	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_8037_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_8039_ITS	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_8043_ITS	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
OTU_8050_ITS	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1
OTU_8051_ITS	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_8056_ITS	0	2	1	4	3	1	1	3	2	2	2	1	3	0	1	0
OTU_8062_ITS	1	0	2	0	0	0	0	1	0	0	1	3	2	0	0	0
OTU_8073_ITS	4	1	1	3	8	3	10	4	4	2	3	1	4	4	6	6
OTU_8078_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_8082_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8083_ITS	1	0	0	1	0	0	2	0	0	1	0	0	1	0	1	1
OTU_8085_ITS	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0
OTU_8093_ITS	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_8094_ITS	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
OTU_8099_ITS	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
